address,area,brief_info,code,level,link,name,postcode,type
北京市延庆区珍珠泉乡小川村,延庆区,,29162052,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162052,北京市延庆区珍珠泉乡小川社区卫生服务站,,社区卫生站
北京市延庆区八达岭镇营城子小区25号楼106号,延庆区,,29162053,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162053,北京市延庆区八达岭镇营城子社区卫生服务站,,社区卫生站
北京市延庆区大榆树镇大泥河村,延庆区,,29162054,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162054,北京市延庆区大榆树镇大泥河社区卫生服务站,,社区卫生站
北京市延庆区旧县镇常家营村东,延庆区,,29162056,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162056,北京市延庆区旧县镇常家营社区卫生服务站,,社区卫生站
北京市延庆区井庄镇张伍堡村,延庆区,,29162055,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162055,北京市延庆区井庄镇张伍堡社区卫生服务站,,社区卫生站
北京市延庆区旧县镇大柏老村南,延庆区,,29162057,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162057,北京市延庆区旧县镇大柏老社区卫生服务站,,社区卫生站
北京市延庆区大庄科乡东三岔村,延庆区,,29162034,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162034,北京市延庆区大庄科乡东三岔社区卫生服务站,,社区卫生站
北京市延庆区珍珠泉乡水泉子村,延庆区,,29162027,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162027,北京市延庆区珍珠泉乡水泉子社区卫生服务站,,社区卫生站
北京市延庆区大庄科乡铁炉村,延庆区,,29162030,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162030,北京市延庆区大庄科乡铁炉社区卫生服务站,,社区卫生站
北京市延庆区张山营镇中羊坊村,延庆区,,29162029,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162029,北京市延庆区张山营镇中羊坊社区卫生服务站,,社区卫生站
北京市延庆区延庆镇西屯村,延庆区,,29162033,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162033,北京市延庆区延庆镇西屯社区卫生服务站,,社区卫生站
北京市延庆区香营乡东白庙村,延庆区,,29162032,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162032,北京市延庆区香营乡东白庙社区卫生服务站,,社区卫生站
北京市延庆区沈家营镇香村营村委会院内,延庆区,,29162031,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162031,北京市延庆区沈家营镇香村营社区卫生服务站,,社区卫生站
北京市延庆区大榆树镇杨户庄村,延庆区,,29162035,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162035,北京市延庆区大榆树镇杨户庄社区卫生服务站,,社区卫生站
北京市延庆区大庄科乡汉家川河南村,延庆区,,29162036,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162036,北京市延庆区大庄科乡汉家川河南社区卫生服务站,,社区卫生站
北京市延庆区靳家堡村,延庆区,,29162037,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162037,北京市延庆区张山营镇靳家堡社区卫生服务站,,社区卫生站
北京市延庆区千家店镇花盆村,延庆区,,29162038,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162038,北京市延庆区千家店镇花盆社区卫生服务站,,社区卫生站
北京市延庆区永宁镇西灰岭村,延庆区,,29162041,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162041,北京市延庆区永宁镇西灰岭社区卫生服务站,,社区卫生站
北京市延庆区千家店镇红旗甸村,延庆区,,29162040,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162040,北京市延庆区千家店镇红旗甸社区卫生服务站,,社区卫生站
北京市延庆区延庆镇司家营村,延庆区,,29162039,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162039,北京市延庆区延庆镇司家营社区卫生服务站,,社区卫生站
北京市延庆区沈家营镇八里店村委会院内,延庆区,,29162042,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162042,北京市延庆区沈家营镇八里店社区卫生服务站,,社区卫生站
北京市延庆区香营乡原白河堡卫生院,延庆区,,29162018,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162018,北京市延庆区香营乡白河堡社区卫生服务站,,社区卫生站
北京市延庆区双路小区,延庆区,,29162011,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162011,北京市延庆区南菜园社区卫生服务中心双路小区社区卫生服务站,,社区卫生站
北京市延庆区川北小区,延庆区,,29162012,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162012,北京市延庆区南菜园社区卫生服务中心川北小区社区卫生服务站,,社区卫生站
北京市延庆区南菜园二区３２号楼２号商铺,延庆区,,29162013,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162013,北京市延庆区南菜园社区卫生服务中心南菜园二区社区卫生服务站,,社区卫生站
北京市延庆区新兴小区３３号楼１０１室,延庆区,,29162014,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162014,北京市延庆区南菜园社区卫生服务中心新兴小区社区卫生服务站,,社区卫生站
北京市延庆区张山营镇上板泉村,延庆区,,29162016,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162016,北京市延庆区张山营镇上板泉社区卫生服务站,,社区卫生站
北京市延庆区体育场小区门脸房,延庆区,,29162017,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162017,北京市延庆区南菜园社区卫生服务中心体育场小区社区卫生服务站,,社区卫生站
北京市延庆区永宁镇吴坊营村,延庆区,,29162019,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162019,北京市延庆区永宁镇吴坊营社区卫生服务站,,社区卫生站
北京市延庆区刘斌堡乡周四沟村,延庆区,,29162020,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162020,北京市延庆区刘斌堡乡周四沟社区卫生服务站,,社区卫生站
北京市延庆区八达岭镇里炮村村委会,延庆区,,29162021,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162021,北京市延庆区八达岭镇里炮社区卫生服务站,,社区卫生站
北京市延庆区四海镇黑汉岭村,延庆区,,29162022,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162022,北京市延庆区四海镇黑汉岭社区卫生服务站,,社区卫生站
北京市延庆区延庆镇鲁庄村,延庆区,,29162023,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162023,北京市延庆区延庆镇鲁庄社区卫生服务站,,社区卫生站
北京市延庆区延庆镇八里庄村,延庆区,,29162025,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162025,北京市延庆区延庆镇八里庄社区卫生服务站,,社区卫生站
北京市延庆区延庆镇蒋家堡村,延庆区,,29162024,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162024,北京市延庆区延庆镇蒋家堡社区卫生服务站,,社区卫生站
北京市延庆区四海镇永安堡村,延庆区,,29162026,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162026,北京市延庆区四海镇永安堡社区卫生服务站,,社区卫生站
北京市延庆区八达岭镇西拨子村,延庆区,,29120007,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29120007,北京市延庆区八达岭镇社区卫生服务中心（北京市延庆区八达岭镇卫生院）,,对外综合
北京市延庆区井庄镇井庄村,延庆区,,29120006,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29120006,北京市延庆区井庄镇社区卫生服务中心（北京市延庆区井庄镇卫生院）,,对外综合
北京市延庆区张山营镇张山营村,延庆区,,29110015,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29110015,北京市延庆区张山营镇社区卫生服务中心,,对外综合
北京市延庆区香营乡香营村,延庆区,,29120001,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29120001,北京市延庆区香营乡社区卫生服务中心（北京市延庆区香营乡卫生院）,,对外综合
北京市延庆区大庄科乡大庄科村,延庆区,,29120005,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29120005,北京市延庆区大庄科乡社区卫生服务中心（北京市延庆区大庄科乡卫生院）,,对外综合
北京市延庆区刘斌堡乡刘斌堡村,延庆区,,29120004,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29120004,北京市延庆区刘斌堡乡社区卫生服务中心（北京市延庆区刘斌堡乡卫生院）,,对外综合
北京市延庆区南菜园公安医院西侧,延庆区,,29120002,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29120002,北京市延庆区延庆镇社区卫生服务中心（北京市延庆区延庆镇卫生院）,,对外综合
北京市延庆区大榆树镇大榆树村东,延庆区,,29120008,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29120008,北京市延庆区大榆树镇社区卫生服务中心（北京市延庆区大榆树镇卫生院）,,对外综合
北京市延庆区沈家营镇沈家营村,延庆区,,29120009,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29120009,北京市延庆区沈家营镇社区卫生服务中心(北京市延庆区沈家营镇卫生院),,对外综合
北京市延庆区新城街11号,延庆区,,29151001,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29151001,北京中医医院延庆医院（北京市延庆区中医医院）,,对外中医
北京市延庆区延庆镇庆园街8号,延庆区,,29152001,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29152001,北京市延庆区妇幼保健院,,对外专科
北京市延庆区张山营镇张山营村，延庆区新城街96号,延庆区,,29153001,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29153001,北京市延庆区精神病医院（北京市延庆区精神卫生防治院）,,对外专科
北京市延庆区妫水南街0号,延庆区,,29161001,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29161001,北京市延庆区南菜园社区卫生服务中心,,对外综合
北京市延庆区延庆镇药王庙街20号,延庆区,,29154001,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29154001,北京市延庆区结核病防治所,,对外专科
北京市延庆区延庆镇东街26号4幢1至3层全部,延庆区,,29162010,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29162010,北京市延庆区儒林社区卫生服务中心,,对外综合
北京市密云区太师屯镇沙峪村村委会院内,密云区,,28170336,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170336,北京市密云区太师屯镇沙峪村村卫生室,,村卫生室
北京市密云区太师屯镇桑园村（原社区卫生服务站）,密云区,,28170326,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170326,北京市密云区太师屯镇桑园村村卫生室,,村卫生室
北京市密云区太师屯镇黑古沿村125号,密云区,,28170327,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170327,北京市密云区太师屯镇黑古沿村村卫生室,,村卫生室
北京市密云区太师屯镇东庄禾村38号,密云区,,28170328,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170328,北京市密云区太师屯镇东庄禾村村卫生室,,村卫生室
北京市密云区太师屯镇令公村（村委会院内）,密云区,,28170329,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170329,北京市密云区太师屯镇令公村村卫生室,,村卫生室
北京市密云区河南寨镇钓鱼台村民委员会院内,密云区,,28170335,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170335,北京市密云区河南寨镇钓鱼台村村卫生室,,村卫生室
北京市密云区穆家峪镇水漳村,密云区,,28170334,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170334,北京市密云区穆家峪镇水漳村村卫生室,,村卫生室
北京市密云区大城子镇王各庄村北周家地16号,密云区,,28170337,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170337,北京市密云区大城子镇王各庄村村卫生室,,村卫生室
北京市密云区石城镇梨树沟村民委员会（旧址）,密云区,,28170338,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170338,北京市密云区石城镇梨树沟村村卫生室,,村卫生室
北京市延庆区东顺城街28号,延庆区,,29110001,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29110001,北京市延庆区医院（北京大学第三医院延庆医院）,,对外综合
北京市延庆区永宁镇东街,延庆区,,29110002,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29110002,北京市延庆区永宁镇社区卫生服务中心（延庆区第二医院）,,对外综合
北京市延庆区千家店镇千家店村,延庆区,,29110003,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29110003,北京市延庆区千家店镇社区卫生服务中心（北京市延庆区千家店镇医院）,,对外综合
北京市延庆区旧县镇旧县村西,延庆区,,29110005,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29110005,北京市延庆区旧县镇社区卫生服务中心（北京市延庆区旧县镇医院）,,对外综合
北京市延庆区四海镇四海村,延庆区,,29110004,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29110004,北京市延庆区四海镇社区卫生服务中心（北京市延庆区四海镇医院）,,对外综合
北京市延庆区康庄镇文汇街2号,延庆区,,29110006,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=29110006,北京市延庆区康庄镇社区卫生服务中心（北京市延庆区康庄镇医院）,,对外综合
北京市密云区太师屯镇松树峪村206号,密云区,,28170317,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170317,北京市密云区太师屯镇松树峪村村卫生室,,村卫生室
北京市密云区太师屯镇上庄子村塔寺会37号,密云区,,28170312,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170312,北京市密云区太师屯镇上庄子村第二村卫生室,,村卫生室
北京市密云区太师屯镇流河沟村芦头村公园内,密云区,,28170311,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170311,北京市密云区太师屯镇流河沟村芦头村加利村卫生室,,村卫生室
北京市密云区太师屯镇太师屯村后街村东头甲1号,密云区,,28170313,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170313,北京市密云区太师屯镇太师屯村村卫生室,,村卫生室
北京市密云区太师屯镇光明村109号,密云区,,28170316,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170316,北京市密云区太师屯镇光明村村卫生室,,村卫生室
北京市密云区太师屯镇太师庄村中学西侧,密云区,,28170315,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170315,北京市密云区太师屯镇太师庄村小娟村卫生室,,村卫生室
北京市密云区太师屯镇太师庄村356号,密云区,,28170314,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170314,北京市密云区太师屯镇太师庄村村卫生室,,村卫生室
北京市密云区太师屯镇松树峪村（村委会院内）,密云区,,28170318,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170318,北京市密云区太师屯镇松树峪村第二村卫生室,,村卫生室
北京市密云区太师屯镇松树掌村（村委会院内）,密云区,,28170320,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170320,北京市密云区太师屯镇松树掌村村卫生室,,村卫生室
北京市密云区太师屯镇学各庄村（村委会院内）,密云区,,28170319,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170319,北京市密云区太师屯镇学各庄村孙振福村卫生室,,村卫生室
北京市密云区太师屯镇马场村77号,密云区,,28170321,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170321,北京市密云区太师屯镇马场村村卫生室,,村卫生室
北京市密云区太师屯镇后南台村258号,密云区,,28170324,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170324,北京市密云区太师屯镇后南台村佟桂双村卫生室,,村卫生室
北京市密云区太师屯镇前南台村82号,密云区,,28170322,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170322,北京市密云区太师屯镇前南台村海云村卫生室,,村卫生室
北京市密云区太师屯镇石岩井村村委会院内,密云区,,28170323,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170323,北京市密云区太师屯镇令公村瑞利村卫生室,,村卫生室
北京市密云区太师屯镇许庄子村（村委会院内）,密云区,,28170325,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170325,北京市密云区太师屯镇许庄子村村卫生室,,村卫生室
北京市密云区太师屯镇南沟村（村委会院内）,密云区,,28170302,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170302,北京市密云区太师屯镇南沟村村卫生室,,村卫生室
北京市密云区太师屯镇大漕村301号,密云区,,28170296,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170296,北京市密云区太师屯镇大漕村村卫生室,,村卫生室
北京市密云区太师屯镇东田各庄村60号,密云区,,28170298,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170298,北京市密云区太师屯镇东田各庄村村卫生室,,村卫生室
北京市密云区太师屯镇大漕村140号,密云区,,28170297,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170297,北京市密云区太师屯镇大漕村素娟村卫生室,,村卫生室
北京市密云区太师屯镇黄各庄村祖各庄35号,密云区,,28170301,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170301,北京市密云区太师屯镇黄各庄村村卫生室,,村卫生室
北京市密云区太师屯镇东田各庄村致富路98号,密云区,,28170299,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170299,北京市密云区太师屯镇东田各庄村书奎村卫生室,,村卫生室
北京市密云区太师屯镇落洼村（村委会院内）,密云区,,28170300,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170300,北京市密云区太师屯镇落洼村村卫生室,,村卫生室
北京市密云区太师屯镇前八家庄村（村南公园对面）,密云区,,28170303,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170303,北京市密云区太师屯镇前八家庄村村卫生室,,村卫生室
北京市密云区太师屯镇流河峪村33号,密云区,,28170304,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170304,北京市密云区太师屯镇流河峪村村卫生室,,村卫生室
北京市密云区太师屯镇小漕村285号,密云区,,28170305,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170305,北京市密云区太师屯镇小漕村村卫生室,,村卫生室
北京市密云区太师屯镇龙潭沟村下湾子235号,密云区,,28170306,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170306,北京市密云区太师屯镇龙潭沟村村卫生室,,村卫生室
北京市密云区太师屯镇小漕村188号,密云区,,28170307,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170307,北京市密云区太师屯镇小漕村第二村卫生室,,村卫生室
北京市密云区太师屯镇上金山村43号,密云区,,28170309,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170309,北京市密云区太师屯镇上金山村村卫生室,,村卫生室
北京市密云区太师屯镇上庄子村154号,密云区,,28170308,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170308,北京市密云区太师屯镇上庄子村村卫生室,,村卫生室
北京市密云区太师屯镇二道河村文化大院内,密云区,,28170310,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170310,北京市密云区太师屯镇二道河村村卫生室,,村卫生室
北京市密云区新城子镇东沟村（村委会院内）,密云区,,28170287,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170287,北京市密云区新城子镇东沟村村卫生室,,村卫生室
北京市密云区新城子镇塔沟村12号,密云区,,28170281,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170281,北京市密云区新城子镇塔沟村村卫生室,,村卫生室
北京市密云区新城子镇坡头村村委会南50米,密云区,,28170283,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170283,北京市密云区新城子镇坡头村村卫生室,,村卫生室
北京市密云区新城子镇苏家峪村（村委会院内）,密云区,,28170282,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170282,北京市密云区新城子镇苏家峪村村卫生室,,村卫生室
北京市密云区新城子镇花园村（村委会东50米）,密云区,,28170285,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170285,北京市密云区新城子镇花园村村卫生室,,村卫生室
北京市密云区新城子镇吉家营村（村委会院内）,密云区,,28170284,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170284,北京市密云区新城子镇吉家营村第二村卫生室,,村卫生室
北京市密云区新城子镇二道沟村（村委会院内）,密云区,,28170286,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170286,北京市密云区新城子镇二道沟村村卫生室,,村卫生室
北京市密云区新城子镇大树洼村（村委会院内）,密云区,,28170288,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170288,北京市密云区新城子镇大树洼村村卫生室,,村卫生室
北京市密云区新城子镇大角峪村（村委会院内）,密云区,,28170289,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170289,北京市密云区新城子镇大角峪村村卫生室,,村卫生室
北京市密云区新城子镇崔家峪村村委会北50米,密云区,,28170290,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170290,北京市密云区新城子镇崔家峪村村卫生室,,村卫生室
北京市密云区新城子镇蔡家甸村村委会西100米,密云区,,28170291,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=28170291,北京市密云区新城子镇蔡家甸村村卫生室,,村卫生室
